topic,questionText,correctAnswer
DevOps,What is Kubernetes in DevOps?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: kubernetes devops, devops, kubernetes, does lazy"
DevOps,What is difference between Jenkins pipeline and freestyle job?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: pipeline freestyle, jenkins pipeline, freestyle, freestyle job"
DevOps,What is GitOps?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: gitops, dom using, does entity, does executorservice"
DevOps,What is ArgoCD?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: argocd, zuul spring, does differ, does entity"
DevOps,What is monitoring in DevOps?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: monitoring devops, devops, monitoring, zuul spring"
DevOps,"What tools are used for monitoring? (Prometheus, Grafana)","CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: monitoring prometheus, prometheus grafana, used monitoring, grafana"
DevOps,What is logging in DevOps?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: logging devops, devops, logging, does lazy"
DevOps,What is centralized logging?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: centralized logging, centralized, logging, does prevent"
DevOps,What is ELK stack?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: elk, elk stack, stack, zuul spring"
DevOps,What is Blue-Green deployment?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: green deployment, blue green, green, blue"
DevOps,What is Canary deployment?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: canary deployment, canary, deployment, does prevent"
DevOps,What is Rolling deployment?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: rolling deployment, rolling, deployment, zuul spring"
DevOps,What is difference between Blue-Green and Canary deployment?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: difference blue, green canary, canary deployment, canary"
DevOps,What is A/B testing in deployments?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: testing deployments, deployments, testing, does lazy"
DevOps (Maven),What is Maven?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: maven, zuul spring, does lazy, does executorservice"
DevOps (Maven),What is difference between Maven and Gradle?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: maven gradle, difference maven, gradle, maven"
DevOps (Maven),What is POM.xml in Maven?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: xml maven, xml, pom, pom xml"
DevOps (Maven),What is Maven dependency management?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: dependency management, maven dependency, dependency, maven"
DevOps / Networking,What is DNS?,"keywords: dns, zuul spring, does lazy, does executorservice"
DevOps / Networking,What is HTTP vs HTTPS?,"keywords: http vs, vs https, https, http"
DevOps / Networking,What is load balancing?,"keywords: load balancing, balancing, load, does relate"
DevOps / Networking,What is reverse proxy?,"keywords: reverse proxy, proxy, reverse, zuul spring"
DevOps / Networking,What is CDN?,"keywords: cdn, zuul spring, docker compose, does executorservice"
DevOps / Networking,What is difference between public and private IP?,"keywords: difference public, private ip, public private"
DevOps / Networking,What is NAT (Network Address Translation)?,"keywords: nat network, translation, network address, address translation"
DevOps / Networking,What is VPN?,"keywords: vpn, zuul spring, does differ, does entity"
DevOps / Networking,What is firewall?,"keywords: firewall, zuul spring, does docker, does executorservice"
DevOps / Networking,What is SSL/TLS handshake?,"keywords: tls handshake, handshake, ssl tls, tls"
DevOps / Troubleshooting,What do you do if a Jenkins job fails?,"keywords: job fails, jenkins job, fails, job"
DevOps / Troubleshooting,How do you troubleshoot a failing Docker container?,"keywords: troubleshoot failing, failing docker, docker container, container"
DevOps / Troubleshooting,How do you debug Kubernetes pods stuck in CrashLoopBackOff?,"keywords: pods stuck, pods, debug kubernetes, stuck crashloopbackoff"
DevOps / Troubleshooting,How do you investigate high latency in microservices?,"keywords: latency microservices, high latency, investigate, investigate high"
DevOps / Troubleshooting,How do you handle failing builds in CI/CD?,"keywords: handle failing, builds ci, failing builds, builds"
DevOps / Troubleshooting,What tools do you use for troubleshooting network issues?,"keywords: network issues, use troubleshooting, troubleshooting network, troubleshooting"
Software Design,What is SOLID principle?,"keywords: solid principle, solid, principle, zuul spring"
Software Design,What is Single Responsibility Principle?,"keywords: responsibility principle, responsibility, single responsibility, single"
Software Design,What is Open/Closed Principle?,"keywords: closed, closed principle, open closed, open"
Software Design,What is Liskov Substitution Principle?,"keywords: liskov, substitution, substitution principle, liskov substitution"
Software Design,What is Interface Segregation Principle?,"keywords: segregation, interface segregation, segregation principle, interface"
Software Design,What is Dependency Inversion Principle?,"keywords: inversion principle, dependency inversion, inversion, principle"
Software Design,What is difference between architecture and design pattern?,"keywords: difference architecture, architecture design, design pattern, architecture"
Software Design,What is MVC pattern?,"keywords: mvc, mvc pattern, pattern, does java"
Software Design,What is MVP pattern?,"keywords: mvp, mvp pattern, pattern, zuul spring"
Software Design,What is MVVM pattern?,"keywords: mvvm, mvvm pattern, pattern, zuul spring"
Software Design,What is layered architecture?,"keywords: layered, layered architecture, architecture, zuul spring"
Software Design,What is hexagonal architecture?,"keywords: hexagonal, hexagonal architecture, architecture, does improve"
Java (Coding),Write a program to reverse a string in Java.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: string java, reverse string, program reverse, reverse"
Java (Coding),Write a program to check if a string is palindrome.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: palindrome, string palindrome, check string, program check"
Java (Coding),Write a program to find factorial using recursion.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: factorial, factorial using, program factorial, using recursion"
Java (Coding),Write a program to check if a number is prime.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: prime, number prime, check number, number"
Java (Coding),Write a program to generate Fibonacci series.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: generate fibonacci, generate, program generate, series"
Java (Coding),Write a program to find the largest element in an array.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: program largest, element array, largest element, largest"
Java (Coding),Write a program to sort an array without using built-in functions.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: sort array, using built, built functions, array using"
Java (Coding),Write a program to find duplicate elements in an array.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: elements array, program duplicate, duplicate elements, duplicate"
Java (Coding),Write a program to remove duplicates from a list.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: program remove, duplicates list, remove duplicates, remove"
Java (Coding),Write a program to find the frequency of characters in a string.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: characters, characters string, frequency characters, program frequency"
Java (Coding),Write a program to find the first non-repeated character in a string.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: repeated character, program non, character string, non repeated"
Java (Coding),Write a program to check if two strings are anagrams.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: strings anagrams, anagrams, check strings, strings"
Java (Coding),Write a program to swap two numbers without using a temp variable.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: swap, temp, swap numbers, program swap"
Java (Coding),Write a program to count vowels and consonants in a string.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: consonants string, vowels consonants, vowels, count vowels"
Java (Coding),Write a program to check if a number is Armstrong number.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: number, armstrong, armstrong number, number armstrong"
Java (Coding),Write a program to print all permutations of a string.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: print permutations, permutations, permutations string, print"
Java (Coding),Write a program to implement binary search.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: implement binary, binary search, search, binary"
Java (Coding),Write a program to implement bubble sort.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: implement bubble, bubble, bubble sort, program implement"
Java (Coding),Write a program to implement merge sort.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: implement merge, merge sort, merge, program implement"
Java (Coding),Write a program to implement quicksort.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: implement quicksort, quicksort, program implement, implement"
Java (Coding),Write a program to implement linked list.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: implement linked, linked, linked list, program implement"
Java (Coding),Write a program to detect cycle in a linked list.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: detect cycle, cycle linked, program detect, cycle"
Java (Coding),Write a program to implement stack using array.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: stack using, using array, implement stack, stack"
Java (Coding),Write a program to implement queue using linked list.,"OOP pillars; exceptions; GC; String vs StringBuilder; keywords final/this | keywords: implement queue, using linked, queue using, linked list"
